,ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Potability
15,7.061724859973646,195.8409767944885,22108.09131778935,7.239844166170522,334.92118248094744,427.9821699369667,14.38193439043339,67.43193751213678,4.062887820426842,1
17,7.0772604995706265,194.5605664135967,22719.95532382644,7.033982742483591,330.651472757426,421.6800857426279,14.494378973232886,66.1649300182115,4.044717962546581,1
18,7.122343772784499,193.44142854460532,21826.907906208504,7.316506364318943,331.35870607807755,422.6721421859002,14.383747247924571,67.27461673202264,4.015222308725374,1
19,7.017744577585074,197.22746769925476,22243.985061447296,7.195855476313788,331.39244026653284,425.6665008109982,14.22314190529868,67.49011858091764,3.9590806230759914,1
20,7.09460726381433,195.58811723541248,22716.71044707003,7.291059031689157,333.880034978478,434.43543453259696,14.35445538518308,66.91280736315403,4.040533541001235,1
21,7.173666757139174,197.5618590457182,21929.816624110965,6.972746337733247,334.6800133905939,424.05063912718407,14.626719124307334,64.91528019418877,3.955084056548837,0
22,7.174754961240799,195.5238056814047,21031.575867222804,7.143270338987639,336.87464978919866,427.4909554408572,14.293661763597983,66.97140752051816,3.952953526663412,0
23,7.106355154227168,195.74470101383116,22464.394678241864,7.182940646323173,328.6131712282698,428.9893337879623,14.527464992008342,68.01966154731336,3.9697551490887553,1
24,6.975209628662418,195.74315527265057,21090.7531910286,7.134043709865093,338.0785618037564,431.07252057065057,14.664329666491788,66.24151762013052,3.952930116143137,0
25,7.022643406059579,195.48535154177523,22033.243839435545,7.157211803018643,332.9198584873015,422.5560353547973,14.397201036299467,66.1246724790271,3.993630136210364,1
27,6.9800930396419805,193.2728098633363,22554.492354418384,7.148316498569429,331.2331641608697,414.3590605708071,14.06187532463095,66.06356914559707,3.953239010862176,1
28,7.169079849949065,198.9293901556992,22498.872664466195,7.326281504308927,339.0636673537536,423.84065765777393,14.535922118278185,67.47021948327891,3.954110959132685,1
29,7.155916788743052,198.4811562661264,22251.489938072595,7.049415636982348,333.906660255799,423.3291433757937,14.192199620205454,66.80169824861912,4.052281803586502,1
31,7.262358076803122,197.315636880892,21523.07825904676,7.227958808401204,334.6774396285812,427.93713668462544,14.172943841640771,65.95598804401625,4.015152258879548,0
32,7.11849481393921,198.01859385471576,20643.15720193458,7.058450463260786,333.534048454458,424.6544679055925,14.305107520228637,66.52428219733667,3.966167801754017,0
33,6.999910707833866,194.67874552425317,21279.72165755674,7.076500363948145,334.9816691300381,428.8904631433758,14.287882433854072,67.18614514304441,3.932673336815469,0
34,7.15420815086125,195.1467140284711,22214.103198227927,7.103360129326827,331.9487351667115,424.131100098786,14.50850787109673,67.99977565581688,4.041503172436225,1
35,7.099067272015541,197.3230491459951,21164.2876244452,7.090548484384331,335.60760984119537,421.3313097875707,14.114868617851076,65.99489178891038,3.92965622261307,0
36,6.937278615829283,194.3409632606028,21214.651426396544,7.257166629028682,335.7025086471653,430.9385069779741,14.503481696992525,67.42416489306109,4.0073507464804745,0
38,7.028206526124142,194.8637012300814,21730.995808450283,7.179284493024247,334.1756286059672,432.9573656776125,14.301103921425742,67.34375199991102,3.9342843209357192,0
39,7.079630191685686,195.30060584465505,22196.53167735856,7.195828967425877,334.2210847490313,427.4137040163845,14.266354840968544,66.33356203179673,4.070194942209633,1
40,6.993276511624236,196.6129452644764,21634.74962775405,7.00646542690392,335.0559347638616,430.1458666784823,14.43812307286816,65.79628228886169,3.901762962070617,0
42,7.098566377509541,192.94896753659356,21932.199578560936,7.049169530292359,335.2405697812395,427.0114943063084,14.111062280953332,66.65008445243905,3.954129855545851,1
44,7.240292732808879,197.7042837925628,22482.00974118528,7.316132777940738,328.99299042107185,428.03886032821447,14.133179277121767,65.20729019403359,4.043100090090331,1
46,7.146623572619534,196.35853674012256,22360.74005277347,7.027811939900875,336.0394324300048,438.2241334185266,14.42735748309405,66.95577862952534,3.961010262526538,0
47,7.132190820036566,195.9927867486376,21800.110921703028,7.037632763947833,332.32322906652905,435.3025955889365,14.315369928012844,64.29644892604246,3.947216343457856,0
49,7.055708998761675,195.04818301532188,22116.329645489917,7.097688384257622,336.6954396678457,422.5491359265413,14.478539998079462,66.99505764456453,3.9270646151001216,0
50,7.01407098405099,195.06253394404305,21724.342144232767,7.199099794273407,332.983048761765,432.8309657171054,14.412828609708368,66.42292963886104,3.931009633800332,0
51,7.138366698043255,198.52624124618757,22541.44031640069,7.043467736114182,328.4695251298826,424.5395663110409,14.319129664812012,65.91883721603665,4.042540301439569,1
52,7.067743717803597,196.6451452785108,21506.23063811838,6.988947105680003,334.67597585583053,425.8836406573869,14.314747981886065,65.80095907322924,4.00363608943168,0
53,7.120998006597381,196.17255604321645,22602.681896022048,7.078029246675567,326.39049782433204,427.4052487168716,14.760690908880497,67.72550836080153,4.029338227682542,1
54,6.98072274517653,195.62990388893067,22108.63653166541,7.04729902075363,334.27940258433284,426.7237992684951,14.574025165730829,67.02605966552538,3.9997185282855,0
55,7.024322432794207,194.6460590705917,22229.89598629481,7.219953887887749,331.01398806243725,429.8633676350035,14.336057332336251,67.11879187930688,4.006326364231522,1
56,7.084975796677548,194.96108190917437,21384.64237579217,7.06488685329989,333.7903472866837,424.5934557653173,14.25539639628292,65.44011203174693,3.9960041396508768,0
57,7.047634141561875,195.04450503640683,21660.900583613457,7.118831227197309,333.0290220402251,421.4371276351945,14.226387419084102,67.32163568683958,4.004564912081039,1
58,6.959221043478104,195.879813987613,22225.716727256236,7.128320569881724,331.75866628224367,429.39568857616905,13.99784375103612,66.61087710395185,4.038996604734184,0
59,7.087469208138189,195.20162994699945,21319.23344088909,7.100278124120794,330.0642959353771,426.1187943842024,14.226437319989031,65.36929161955061,3.977500748195393,0
61,7.126062532809795,197.72834031367535,21530.039630071937,7.311008843120383,331.29361402005964,420.5940597571296,14.22769657916135,67.9199027672374,3.989736440276907,1
62,7.264555049234913,193.86905930539768,21915.398220634903,7.305411634780744,333.8886701101813,421.5116775295995,14.002531216166938,67.61213989220086,3.989269639526603,1
65,7.146463496526129,194.6481075775098,22255.0377926892,7.221114483370211,332.5847577953747,428.09281990416014,14.034090927873091,66.63751274330087,4.013365053695933,1
66,7.0629395884220445,194.44528604099727,21960.750377314635,6.919033903543341,331.7465785270787,433.6232722697168,14.33371511118455,67.11910907086825,3.999592608631082,0
67,7.003401850148084,198.25301732503232,23061.76464469001,7.166442356167788,327.5489222677561,429.8695543009686,14.278258391989636,65.93373586577438,3.962195757293456,1
68,7.025987406698197,195.9827587305568,22712.04040065651,7.055173736715081,334.6137430041528,433.9265897948834,14.60425050213411,68.01846356676744,4.061313388459025,1
69,7.002950175565508,197.51761843427155,21432.625133379526,7.029862510419258,331.4827622176821,420.9069303457069,14.394907735980915,65.95947927015241,3.994046439887069,0
70,7.167831656735918,197.66328272770775,22353.40164301183,7.066639229372576,333.4488568193341,433.6952709791707,14.488757460769728,66.87963482094929,3.918994422740377,0
72,7.0999075619205785,196.86239052941136,21913.877471887536,6.920118458674193,333.71403839996015,428.51370182333153,14.150948861780291,66.1595318423008,3.95596109426232,0
73,7.08179203310488,193.98311227990817,21545.439025690583,7.146316888318673,333.0880972742025,427.6944395690646,14.238883262603638,66.137751009081,3.9893006293694895,0
74,6.994279487278616,194.26197848160743,22780.864888488053,7.103865120636079,335.59791476319776,426.0448213353599,14.37779396622144,64.47255225994155,3.9379257355500714,0
75,7.078334911433013,198.31127469714863,21956.21299098893,7.22067668945063,330.2311820132729,427.6633506648589,14.332650208060032,66.90898587538598,3.973922195964641,1
77,7.225894427244403,196.8683238187931,22029.291924555844,7.1035921211521424,335.6017607822461,417.634484612354,14.303647112963684,66.93986430315955,4.0179262325240535,1
78,7.135441453703914,194.7213508462561,22153.010121695464,7.083112136436999,330.3979348101585,423.2135216099846,14.499094198361432,66.56748624836875,4.020718450217628,1
79,6.8676396525709125,197.06451944040248,21838.08859555113,7.184654863330786,331.14592484548103,419.1213558013528,14.665861204001835,65.99992227867001,3.954821564088853,0
82,7.0158100390173335,197.5817047542994,20902.017151848497,7.015385555528479,333.0924323185233,430.8735489852068,14.292691796554475,66.1245617437958,3.9755218621280535,0
83,7.059229029766262,195.3006514606528,21768.759214609945,7.016634244758155,333.84165793178704,422.7929504809752,14.428821902203234,66.56681128736739,3.902313341168487,0
84,7.049843900838033,195.96159746237865,21906.68759795448,7.00542499543067,333.2810690947255,426.6009057980984,14.016819102592471,66.85314765103568,4.0328384985742325,1
85,7.075688655430374,197.139082958154,22314.088520860645,7.139805623900864,333.7988395785574,429.2653468618467,14.002496934884247,66.52671316770027,4.018297595669803,0
86,7.200422288812264,197.67935874881792,21297.518069631504,7.030781987167752,335.3372880937207,422.8838233948919,14.308236100640338,66.48193206996258,3.9739471961782855,0
87,7.107901470924248,196.4331691300544,21860.57550296386,7.0154304342980245,334.7100394468652,438.7143439678227,14.283346600757437,65.96741575071863,3.920530526994958,0
88,7.0947709148053,196.5281627777512,21979.44384644602,7.158759958558282,330.24349304624286,425.2059488472968,14.319924308978845,67.067065721032,3.9492652623143134,1
89,7.074027657314812,193.30987607198503,21533.331301130584,7.291853023834761,334.4995472041637,423.0149664309975,14.440127047092066,65.52279523905509,4.065439673373169,1
90,7.0837226900804415,192.4492194659105,22484.04205981557,7.374515076858729,334.00215125302856,430.98549365838034,14.393149574275292,67.61822069577256,4.024251030758455,1
91,7.205798744855253,193.8447801279952,21981.417842976454,7.078913593538599,335.14798455928445,417.9014640239824,14.391096509692964,65.46594196812264,3.90885820871372,1
92,7.183212981685831,194.6175580346428,22278.98253570473,7.162175905658146,333.3210648115957,421.8769389616816,14.450160034385378,66.91754068148381,4.035726688289301,1
94,7.086280308669608,195.4431190255658,21466.67847250178,7.136137623602899,333.9465475211514,428.9999585680719,14.17342916626762,66.39970490262586,3.939639526988132,0
95,7.135391860107941,195.54805698506377,22157.49138859217,7.062656626108844,333.3143628171141,431.5651213354087,14.690793645058733,65.08239341783842,3.949358217668645,0
96,7.203584366484227,194.5538673086066,22307.504126130552,7.032338340348304,333.51182657904616,427.4984466788459,14.356210169451456,66.08382198994647,3.95198479578886,1
97,7.151205617836385,192.88886736892948,21925.41848454741,7.342494300149946,327.2100345659736,420.7288633042676,14.398500043845534,66.191214787976,3.9832584353656832,1
98,6.972870909949169,194.72065993025015,22144.05675501577,7.164672428748348,330.94883604039944,423.1140892391962,14.604473097835957,67.24914645294088,3.922564399407623,1
99,6.985844111547127,193.92497944167624,22380.585546123137,7.204409418283913,335.489875712358,427.68497273382025,14.266451237170536,67.64727188083201,3.988205524834721,1
101,7.167756408936086,196.31763224656527,21555.39776029052,7.11105560124116,336.35022054999,427.7796838704691,14.500157454481169,66.96499585677088,3.997712421859653,0
102,6.966118479764168,196.0217942251645,21351.2612599176,7.125619436990141,333.7296130906217,421.8656620435039,14.430214874359988,66.58377425134253,3.996057675120269,0
103,7.130939666413303,194.097485149934,22359.087274813603,7.222002450653269,333.5411920733615,422.4454237035021,14.414440124398608,67.8739716641413,3.920779794929776,1
104,7.144201880108706,195.18243355196532,22032.05942079812,7.248522824190215,334.77598930308176,432.22566784075474,14.30421842172086,68.23044616564528,3.971166368682249,1
105,7.14157047934895,193.87947479797617,21006.43786275596,7.042547328647233,335.69401765878433,434.8003367200263,14.611732124746682,66.90890034156986,3.9730412705431033,0
107,7.113898344903572,195.22524692581987,22678.942362179943,7.110184874910924,334.7436330933824,420.40101932922335,14.204115996920926,66.78290826352733,3.9557470201824727,1
108,7.236264010884478,195.911328409268,22171.09723756185,7.180056425254762,334.40142858908587,435.3249490048778,14.264651757969432,67.37375527224918,4.029686128046707,1
109,7.1200595491387775,194.7532034304488,21006.15138005026,7.163041941712418,333.2639818886597,427.6323674240304,14.499145593163068,66.43061410351366,3.9705244673165385,0
110,7.275742677517907,196.9732503914092,21227.85814525585,7.030104531603052,337.20445044937804,422.1189027516261,14.397253630893047,66.10680607637941,3.974378657479354,0
111,7.133229909504183,195.7570718617464,22075.58763051981,7.252954953744538,327.4945495067147,428.5980076801639,14.249760604855853,66.2207831199573,3.937277800344064,1
112,7.248007956505111,197.71279148174892,21783.71436103657,7.07898264573565,333.8256724856257,431.9475740450332,14.1140977281619,67.61047838177882,4.016958387742582,0
114,7.194185823671449,191.9563398106684,22032.55621168722,7.143602115414858,325.86963108772306,424.67378261102937,14.134436679337984,66.30429953619999,3.9699659630846993,1
115,6.883003610133818,198.5355893639912,22314.87017887973,7.110387675289477,336.4322237186981,428.3612115329266,14.512167870323486,67.28863614721224,3.949531885126174,0
116,7.091185031649889,199.73209533707117,22350.380134162504,7.240034952291066,334.8216318798679,426.5319061008258,14.270182977327822,65.86267401344047,4.004095519980203,1
118,6.998331749393948,194.80244055162552,21545.34006624627,7.154617503826804,333.8427819190044,420.1642750456956,14.464723715144832,64.93768690674108,3.870122782654366,0
119,7.064777861207903,194.6055555509728,21482.887356011564,7.095409707751517,332.56755516551,434.8771993324568,14.1075298088003,66.77659702632303,3.9294930542085424,0
120,7.062584433913874,195.06656929752756,22027.900169788616,7.235560220170204,331.4562331087479,431.9095988780301,14.615787815183335,66.62619871691398,4.0234721249432095,1
121,7.150434181924672,198.0095028984101,21576.515121280318,7.069124374565983,332.6057428685408,433.01115257810034,14.106672400273707,66.67859551962844,4.003783434259715,0
122,7.145153991813294,196.780958872632,22810.53983739486,7.179228447354475,327.7747743116953,423.9038857611171,14.170949418113604,66.18806805520322,3.964785753094048,1
123,7.135983526858043,194.57839127677087,21853.088355863863,7.017572332448958,333.20127345372094,421.9974045646431,14.345646837327944,67.08020732032655,3.978399914415498,1
124,7.121091959341624,197.3315681856633,21328.814774184517,7.026306350069928,332.605652262182,432.7241471022159,14.533346474276431,66.13515664899855,4.020157853179148,0
125,7.046559493201594,195.55612462309,21389.946527231004,7.061172131689977,333.8709404143288,425.1764022509855,14.291119660501067,67.15608293808936,3.946564405589635,0
126,7.124932438056132,196.18194415902377,22458.59506864417,6.9786308254624085,332.1813760895941,425.4888524710725,13.96303411479354,65.17477005367704,3.945363464455682,0
127,7.08916486993324,196.3459395970741,22274.09289020524,7.204460851407676,332.9853690326966,432.80849984881377,14.190767564093251,66.66269917117798,4.0166245789571615,0
128,7.143486696511466,195.511173957856,22518.209833182704,7.25993958904732,328.54129043165983,422.50195178915953,14.463339692350807,66.12978413889648,3.989859841879826,1
130,7.122740913906494,197.54338818558708,21543.21418588938,7.197169147383943,330.49024320852567,421.73678753661216,14.139982085005364,66.5033124835411,3.9657006768032383,1
131,7.153754936243354,194.84113952300888,22247.34663971788,7.027840698207689,334.0896662133921,431.2690184912377,14.49968219771347,65.75982124507777,3.980197633868497,0
133,7.117978400736039,196.13484983598605,21227.47794672027,7.133656578083123,333.45024538388657,424.1702478291271,14.381815925409152,66.74122842560527,3.952642747151106,0
134,7.013350297079847,199.74208600082807,22520.83212169941,7.114291872104829,334.6499785349102,422.07153588957794,14.202920938401205,66.02745953498592,3.937698194945479,1
135,7.106823978868024,193.47741802740777,22116.71092956337,7.193754709279707,331.0713719891479,419.33047919386144,14.202856939185583,66.28250640010675,3.96994484545225,1
137,7.092429022322823,194.3656603404383,22716.329201395594,7.2226848473037215,329.9726745928997,427.1857323373516,14.219822638987198,67.60466502142445,4.049420113493995,1
139,7.116142795630191,196.93698482663453,21556.849316128028,7.205673532165129,333.6433191598432,421.2027675850459,14.671125243361285,65.69152429526858,3.9995622439350695,1
141,7.11424058061409,195.3745160259379,22106.26167584619,7.224492445754292,332.3390436346715,433.6685860380695,14.0936260559478,65.69402602551146,3.935288276353832,1
142,7.10204896489088,192.78441305718056,22116.73855195888,7.005890207864758,331.2954173081136,433.1356675110519,14.347065273537442,67.65388970907803,3.9348196411371976,1
144,7.106687118142703,195.57126570972616,22118.530087059127,7.111331406590513,330.5544888960452,428.9463353184266,14.000793905844084,66.38270354307443,4.050670822628252,1
145,7.074928919309412,192.76991296942964,22589.59685357725,7.193905179274206,335.23389264488105,425.5861765779061,14.270836368545272,66.22717313736496,3.937745483135201,1
146,7.00774878176008,193.48456914889016,22683.38273249543,7.097489063047977,333.6879996975606,432.3711920185194,14.361765300241348,66.30282954070609,3.9967442451819273,0
149,7.074633083972387,196.64583806442704,21132.318727025,7.181812792071686,335.40557007458307,427.9450882863185,14.316683728596692,67.27165836946966,3.881084685135449,0
150,7.129973571108623,194.303560646528,22113.85716306974,7.105027003811749,331.40388037260607,430.5422968735313,14.353894471603644,66.6930359058476,3.98625680382011,1
151,7.105160244104906,197.7371666834692,21819.47643885033,7.2403848069328225,332.14417260484026,421.04122688296576,14.429234349881057,66.66956506013078,3.985003334802727,1
152,7.12611786579867,195.39010779358003,21840.476706742564,7.108266816761189,329.8160137591142,422.0483861258327,14.498200119260472,66.25296972736703,3.910115202141141,0
153,7.3572956881573885,196.64678281187383,22284.297304353346,7.287724938306482,331.27035050709355,422.9790178901972,14.0536218321974,66.76636944039383,3.9465465928233847,1
154,7.043824733748718,195.2781031317744,21636.616906703843,7.145531494561992,331.0839279608575,426.9686997130219,14.416693545521705,65.39089789345061,3.932751553518304,0
155,7.189372475950551,199.71161714865625,21854.07107991342,7.278130240661993,326.0254105474193,426.2844653844802,14.56652438124861,66.62191569867689,4.007746358035487,1
156,6.912739398670409,193.20629097805417,21911.151054492137,7.113421123538429,334.1244797861113,428.8465128037502,14.141413940960216,66.50420023068256,3.913355858567413,0
158,7.134029446353534,195.2263315421662,20781.57881804161,7.0408830282049175,333.2463031365191,424.29611559909193,14.525216428437862,66.19089885960555,3.9022833972088335,0
159,7.080829808967946,198.75539716536755,20991.44356498178,7.093512239814643,331.9539507345871,423.12051279498405,14.37836536172449,66.31764776090591,3.997236557183108,0
161,7.065895282137936,194.43049660613391,21211.416723850667,7.011671699190869,332.3340967130632,432.3902026265973,14.62978297906886,66.79931446191324,3.9341152089567113,0
162,7.013590365764026,197.2143115627461,22545.73626639969,7.17314850036602,332.48388528767435,427.1794476528599,14.096884246856131,67.7305591858139,4.0491211535304,1
164,6.957010482863586,197.12650103204248,21982.123832609905,7.130922837133207,338.0597777721452,426.73177099114895,14.614265741375482,65.79482356857388,3.971948788282994,0
166,7.053217945473667,195.26869859816932,21400.86271816844,7.181801392897225,330.3037724105042,422.71730348244336,14.085137409964492,66.70652705522326,3.93747396089987,1
167,7.200751185285084,196.8543339189171,22177.81828637728,7.244811270312576,332.37174599465936,422.7388600025757,14.422958375107324,67.20083285494948,4.0037129711233685,1
168,7.123968348826494,196.78617775455743,22785.12712278556,7.304746499016409,334.4619085728212,420.00886033180575,14.42559736298474,66.38811612033797,4.026433846580838,1
169,7.176159010554597,196.99291517114867,22201.457505482755,6.969985495626177,337.80616561196905,422.35552247122376,14.524861161739077,66.23587141242604,3.948446200513112,0
171,7.0657879560129455,196.15310834740197,22747.699407696426,7.168775968643974,331.0981436842557,419.221961122114,14.384097974518204,66.79479725747613,3.993806980945334,1
172,7.044555037709105,196.99313552876367,22542.42520540281,7.298280899353144,332.5231183431944,422.3834640286598,14.110069392507954,65.24094978266668,3.9892675109877778,1
173,7.020367772279219,198.1401272838277,22900.082452557483,7.13306457686193,333.2477754452747,433.4554137047547,14.103767335974515,66.42234225860216,4.024458641602388,1
176,7.203389911858142,194.81467724791855,21883.3798198042,7.064766826838218,332.81043344399257,423.8374534251457,14.259921367381788,66.74968199594048,4.001863650953281,0
177,7.1090468117234265,194.6368021251592,22538.640058153287,7.26163936246308,333.2960531349918,424.01857464722445,14.592732139549796,65.90276599833008,4.020951422053067,1
178,7.099308594188759,198.33168675175187,21667.74728569661,7.155834082804277,333.9062367796768,429.14257130571593,14.088671665712914,66.47327237192457,3.9625414292390966,0
179,7.115352046617414,198.63875685842785,22553.114315374096,7.16612405495502,331.69645073871493,427.601125209666,14.58755892929963,66.89646308889306,3.96591926002712,1
180,7.098446424116708,195.17552679327093,21501.29607498128,7.097542877842159,334.46609005006894,424.8023041928303,14.213017882839203,67.08748784581338,4.053239185359574,1
181,6.994713713159976,196.43564900204996,21756.56039951773,7.109693361364857,332.30475375164934,429.7155180528684,14.17382412329488,66.56684988889182,3.982241538993908,0
182,7.105019123234799,199.72314362281224,20976.162836552416,7.093832071698766,339.99078492048096,428.2224158088554,14.604713675707352,68.26776032584036,3.971819527112841,0
183,7.035994048202969,195.75610063299325,21222.95761306721,7.108739872242261,334.14982713724265,428.8491688336226,14.439944306432784,65.08309302077159,3.912706087526305,0
184,7.025517830969551,196.8707900453061,22142.11628235799,7.127604519881465,336.13428223577125,427.8974600264272,14.189627915875125,64.82759856510197,3.9422361576223417,0
185,7.101052092689889,194.35462403346224,22514.737250460068,7.221515278094925,331.884080341883,427.4168690055603,14.286620138050171,66.81474100545455,3.958540446457592,1
187,7.049055025526688,195.01186427707407,23163.33290950268,7.265545270175519,334.93196901469906,422.60361438823736,14.39853962864068,64.56693998587166,4.039160237368555,1
188,6.951358230332096,196.25514354954527,21736.09799067068,6.9874196763792495,332.66796301066074,423.4753009958468,14.53450626878068,65.14396278624103,3.9038858784307857,0
190,7.174334424693978,196.03217032856296,21809.454320953148,7.231746719289516,330.93169844777003,416.7604627954419,14.197557476157138,67.61904843853155,3.984194826546031,1
191,7.054078122185029,197.2555419353633,21969.42764307802,7.144729080545806,336.6124828943472,425.1120456810369,14.32134044276778,66.31279760477376,3.914259949128983,0
192,7.086501907993688,197.73975417631493,21710.33761373881,7.127483778273808,334.2327277531895,428.4227763019598,14.337649561574166,66.9364942927081,3.955017698128077,0
193,7.131513727459008,196.76662753213589,22170.831815901565,6.873283862870851,330.82442247949785,425.2251541268132,14.555054967815815,67.03240347211452,3.942704690329761,0
194,7.104252928507102,193.10240255468068,22028.2742094087,7.264820632701875,334.9653831462639,418.2749475529513,14.31305405361319,65.34117939197759,3.949178023767893,1
195,7.057899478566819,196.8678911104321,21494.865346637347,7.201527024356954,332.3631881025667,426.8952129999571,14.51621954169324,67.22675270306037,3.955676341251965,0
197,6.9972510560159,196.3846590869152,21176.57804951657,6.975181179785079,332.9319473549111,424.09059694995807,14.420513942565409,66.98887822711444,3.936622129869471,0
199,7.11127706380256,195.1200495784889,21101.2597480036,7.188577350265978,336.1670881397023,422.06445652769,14.314613226833297,66.55786304717758,3.964738013479905,0
200,7.024301608088441,197.27991780226856,21787.66732700068,6.996220641995999,336.84094043136344,427.4772529386738,14.29080285028416,66.17882527852069,3.983260531671333,0
201,6.988045978134313,194.79644312014324,21992.808424444054,7.107312504064833,331.0315014106302,425.54873572832565,14.253678557584744,67.51773605361232,3.9798379629019407,1
203,7.054347103755227,195.27846253336264,21752.312551707084,7.003437112250721,333.3222338487229,426.5120985746791,14.39068116433037,67.46624429904672,3.959312021472417,0
204,7.1579257189772045,194.30673859151813,21604.805174225294,7.123821727817067,332.8099250742507,428.8208461535553,14.388802351935338,66.46186744542217,3.963333832094808,1
206,7.100368296787186,198.0099800257342,22555.190797505376,7.132298974453724,330.2111736847361,419.71039436809656,14.247090890878669,65.94691721496264,3.9994433466133352,1
208,7.1880623767849325,198.374256076502,22749.4947369102,7.267687909521767,329.7455492456692,418.88108486158086,14.483458832669726,66.93810055241745,3.99026990006702,1
210,7.067302629310433,197.33416030534957,21687.132683834687,7.066150233603302,331.34836028074915,428.647293765879,14.50745532106817,66.63592229984582,3.924295472586449,0
211,7.145146554034566,194.23595940180647,22481.331798763596,7.358094588668217,333.6799093161236,428.4068292364201,14.229773674933549,66.31901151922587,3.9411375745085295,1
212,7.05753854349461,200.4887906431484,22661.023186374623,7.252100141046647,332.8650940859424,433.73971019000544,14.394710872378154,66.07132687463933,3.944358493470785,1
213,7.146260088945273,195.09870116643955,22117.183357721067,7.160861316023503,333.02081757699733,426.4509570962173,14.437271583496836,66.12449584306209,4.018431971092969,1
214,7.087394867670959,194.76834779899175,21625.5551210861,7.151113343584279,335.83380901802445,424.79875943294326,14.239158700119386,67.50432667408158,3.960958117122832,0
215,7.144267725462133,194.05834334698469,22526.6817842696,7.167215759604271,332.56593861948664,436.6637979026633,14.209078405444242,65.9620148583251,4.026346401097625,1
216,7.076578571352491,196.4758998116913,22407.572476141508,7.282644478251062,332.63549251959586,422.08578644759694,14.193804556524558,65.43668617176853,4.003607404364159,1
217,7.12018677570192,192.974387355902,22539.59941636443,7.180725118451719,333.6954283833485,427.3864683024398,14.648442406068582,66.02539086891396,3.97080682073036,1
218,7.069227332994855,198.2774036380178,22500.16604268736,7.103268843279644,333.6715457181424,425.1112318900851,14.254303153362446,68.51822635106012,4.03600940183836,1
219,7.104746111121562,199.14336455713047,21704.480926810284,7.110005754232845,331.71443475563376,432.5265258623936,14.290013817049948,65.36007652787958,3.9859810558389297,0
220,7.141333969676316,196.4471577278663,22188.90725305933,7.171142688796161,332.3122070269548,425.6807372868503,14.138926792710858,66.96288348468234,4.006331314342537,1
221,7.094210073522393,197.02868086543964,22188.811250654373,7.175862151404521,333.1417054040415,423.7391151403994,14.43785997095282,66.60903394798095,3.958674375951588,1
222,7.147713542182236,197.2281944937387,21776.46542056601,7.28828882000803,334.7373470725977,428.9030686932141,14.083992718330125,67.71481319398767,3.9434784108275984,1
224,7.080368808441453,195.3567008873752,22828.549206996144,7.32644788614191,334.43855130582034,427.4353784879386,14.320436907723591,65.47004960760809,3.9817703646142895,1
226,7.012521836657253,198.46039590745275,22162.98827169033,7.089425876680442,332.7392446908787,428.5050502009475,14.327374243162282,66.87176637075186,3.983275487222621,1
227,7.147402903412321,196.34595387746137,21960.383518024468,7.275873348706262,331.62208126803324,429.6439400936171,14.161815995934068,67.55900745144514,3.98873265417804,1
228,6.978844888566806,194.72355901383423,21860.497844923848,7.1359526514202285,332.72966745896247,433.9147357152397,14.018788929666709,67.74002462333367,3.995176217196412,0
229,7.0387859078569255,195.3070891252452,22197.62675503713,7.170797206544595,336.1428013465948,421.5214635681157,14.181076943336928,66.70359417059014,3.918976742015811,0
